GEN_OK ready 293 · publishing 293 (skip already applied/qarth)

[WALMART][STORE1] token issued, expires at 2026-07-13T00:00:39.690Z
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 435ms, cid=58d4f555-adb0-4fe1-8a0f-01d4e89e9594)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 558ms, cid=e4580ce0-dd86-4caf-8e80-3f61971e749c)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 431ms, cid=1e6416d5-a86b-4eac-bc6b-d4ff4f7a922d)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 377ms, cid=9a8e8e06-63b4-48ee-a774-1dd37e51da0f)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 387ms, cid=c71ea513-4c7b-4ea4-b18e-9874c082039d)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 437ms, cid=40cf6a95-26e2-49f9-a384-dbbbc7724bc0)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 274ms, cid=0d470783-c0a9-4fdf-acb3-4ed30ad3566c)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 305ms, cid=97cb7cee-6a11-4273-9634-3009d4246a2b)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 245ms, cid=b9e5736b-d80b-4dc9-9e5e-b48f60bf80fe)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 264ms, cid=63a6b73f-842b-45ff-a137-71ef16d2a864)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 480ms, cid=a68bd05b-3541-4df0-9761-27fed124ea63)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 350ms, cid=f40cf01c-832c-407c-93b5-2febc6b4c760)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 400ms, cid=61405297-d4b4-4b48-b750-d422bc0abe97)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 421ms, cid=69507205-c712-4faf-b20a-66c6b1d59c3f)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 599ms, cid=59e34759-1f38-48ab-9873-09e48d2c6387)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 390ms, cid=4627650c-128c-4a3e-8d01-5d662f1e1585)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 323ms, cid=59dae31a-850f-4f95-9aed-a3b210e285aa)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 433ms, cid=4300d12c-a8f9-426b-bb09-6275324b60ff)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 413ms, cid=a5857462-2146-48fb-bcc6-f38327662ac9)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 502ms, cid=df242968-6501-4bb0-8825-3cf762f1806b)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 477ms, cid=46350a81-e895-4eb7-82fe-4ac3fda47bca)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 284ms, cid=ae694a4d-cc9c-4d9f-88a8-6f04b86c42b1)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 286ms, cid=2907b9b1-d121-449f-aec8-715f959625d3)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 325ms, cid=0917e6b9-29c0-43ee-9a3f-d11a61aa7f6c)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 280ms, cid=675dd376-8b1f-41a9-9b8c-1f77f02a437d)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 381ms, cid=c0fa17fb-6056-4da1-9998-368b2ab03b95)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 401ms, cid=94c7098d-f51b-4d81-9143-795571473d98)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 531ms, cid=057eb327-7b52-4e92-845a-3fb3db0a3fbe)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 634ms, cid=3e546297-3694-40ac-962c-0dc6edbc11a9)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 296ms, cid=24b40110-9b59-498b-9027-a70a4717eb99)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 263ms, cid=3ac621c9-541c-4619-801a-37773065d8ed)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 595ms, cid=9a573f56-b277-4f7a-a0b8-b6db7bffc746)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 318ms, cid=8f83707d-2e12-4e3d-b51e-ba8c7ec8aba1)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 328ms, cid=3adcd205-c0c9-4c71-a95a-734a86a2af8f)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 604ms, cid=6a6002f3-f9b5-4032-b6f8-b9a3df32ec17)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 256ms, cid=dcc007ca-813f-4b97-86d5-8414d8126568)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 515ms, cid=ecdf818c-e09f-44e7-bd29-97697c7fd4fb)
  batch 6/6: INPROGRESS at budget — marked submitted

=== PUBLISH_GEN cumulative === applied 1222 · qarth 105 · failed 0 · submitted 251 · post_failed 0 · build_skip 2
