ActualShippingCost	AmazonCategory	AmazonPrice	AmznFeaMAX	ASIN	BuyBoxRotation%	BuyBoxSellerID	BuyBoxShipping	BuyBoxTotal	ChildCount	CMaxItemID	CommissionAmt	CompetitorCount	EAN	EmployeeID	EmployeeName	FBA	FBATotalFee	FolderID	FolderName	IGotBuybox	InvProfileID	InvProfileName	InventoryClassID	IsMasterSKU	IsAmazon	IsBBox	IsFBA	IsLowest	IsOnlyMe	IsSelling	ItemCondition	ItemLocationID	ItemLocationName	ItemName	ItemThumbnail	ItemWight	KitSKU?	KitComponentCount	KitItemID	KitItemIDx	LeadTimeinAmzn	LeadTimeToShip	LotSize	Manufacturer	MAP	MarketPlaceID	MarketPlaceName	MasterSKU	MasterSKUControlsInv	MasterSKUQtyIsSumOfVariations	MaxSellingPrice	MinSellingPrice	MPN	MyCeiling	MyFloor	MyPrice	MyShipping	MyTotal	NewPrice	PurchaseCost	Quantity	RelatedASINs	ReorderQuantity	RepricingModelID	RepricingModelName	SalePrice	SalePriceEnd	SalePriceStart	SalesRank	SKU	SupplierSKU	UPC	VariableClosingFee	WhenAddedToCMax
	Grocery								0	155649581						N		1493335	AmznUS3-InvImp					N							New			OSCAR MAYER LUNCH MEAT COLD CUTS BEEF BOLOGNA 16 OZ PACK OF 2	em4:I/51Ml71hZ53L._SL75_.jpg			0									Amzn US				63.8500	0.0000									444									1AIC-6CO6-9I6C				12/13/2024 4:20:45 AM
	Grocery								0	155649582						N		1493335	AmznUS3-InvImp					N							New			Farm Rich Loaded Potato Skins Stuffed with Cheddar Cheese and Bacon - 8 Pack (16 oz Each)	em4:I/51B6U14OanL._SL75_.jpg			0									Amzn US				141.8500	0.0000									444									1AIC-6CO8-EYPK				12/13/2024 4:20:45 AM
	Grocery								0	151837690						N		1493335	AmznUS3-InvImp					N							New			Natural Ovens Bakery Keto-Friendly White Bread 3 Loaves - 1 Net Carb, 40 Calories a Slice	em4:I/51+BSXSW+LL._SL75_.jpg			0									Amzn US				33.0000	0.0000									425									1AIC-6CO8-HBVH				7/1/2024 10:48:33 PM
	Grocery								0	155649583						N		1493335	AmznUS3-InvImp					N							New			Johnsonville Original Bratwurst - Only Premium Cuts of Pork - No Artificial Colors or Flavors - 6 Pack (19oz. 5ct Each)	em4:I/41xYn5IXvLL._SL75_.jpg			0									Amzn US				106.4900	0.0000									444									1AIC-6COA-FY91				12/13/2024 4:20:45 AM
	Grocery								0	155651938						N		1493335	AmznUS3-InvImp					N							New			Red Baron Singles Deep Dish Pizza Variety Pack - Four Cheese Pizzas and Pepperoni Pizzas - 3 Pack (6 Cheese, 6 Pepperoni Each Box) - Ready Set Gourmet Donate a Meal Program	em4:I/41j3dE0TL+L._SL75_.jpg			0									Amzn US				188.8000	0.0000									444									1AIC-6COE-ABBQ				12/13/2024 7:13:06 AM
	Grocery								0	151837696						N		1493335	AmznUS3-InvImp					N							New			Jimmy Dean Pancakes and Sausage On a Stick - 2 Pack (12 Sticks Each) - Frozen Sandwiches - Breakfast On-the-Go	em4:I/31RPVOZotRL._SL75_.jpg			0									Amzn US				72.9100	0.0000									444									1AIC-6COE-BEKD				7/1/2024 10:48:33 PM
	Grocery								0	155649584						N		1493335	AmznUS3-InvImp					N							New			OSCAR MAYER LUNCH MEAT COLD CUTS DELI FRESH HONEY HAM 16 OZ PACK OF 2	em4:I/41VqZeHxMzL._SL75_.jpg			0									Amzn US				61.1300	0.0000									444									1AIC-6COE-C1QF				12/13/2024 4:20:45 AM
	Grocery								0	155832300						N		1493335	AmznUS3-InvImp					N							New			OSCAR MAYER FRANKS HOT DOGS JUMBO ANGUS BEEF 15 OZ PACK OF 2	em4:I/515j4ev-fkL._SL75_.jpg			0									Amzn US				54.7300	0.0000									444									1AIC-6COE-CRZ1				12/15/2024 9:08:28 PM
	Grocery								0	155649585						N		1493335	AmznUS3-InvImp					N							New			Sabatasso's Pizzeria Pepperoni with Real Mozzarella and Four Cheese Thin Crust Pizza Singles - Gluten Free - Frozen -2 Pack (43.86 oz Each ) Ready Set Gourmet Donate a Meal Program	em4:I/41xYn5IXvLL._SL75_.jpg			0									Amzn US				144.6400	0.0000									442									1AIC-6COG-3G0H				12/13/2024 4:20:45 AM
	Grocery								0	151837700						N		1493335	AmznUS3-InvImp					N							New			Jimmy Dean Ham Egg and Cheese Croissant Breakfast Sandwich, 3.9 Ounce -- 12 per case.	em4:I/51l3QQcsRPL._SL75_.jpg			0									Amzn US				60.5300	0.0000									444			59021	Manual min/max					1AIC-6COG-3YUV				7/1/2024 10:48:34 PM
	Grocery								0	151837702						N		1493335	AmznUS3-InvImp					N							New			Suja Organic Vegan Mighty Dozen - Non-GMO Project Verified - Gluten and Dairy free - No Preservatives and Flavors Added - Ready Set Gourmet Donate a Meal Program - 6 Pack (12oz Each)	em4:I/41xYn5IXvLL._SL75_.jpg			0									Amzn US				89.0000	0.0000									444			59021	Manual min/max					1AIC-6COG-48CT				7/1/2024 10:48:34 PM
	Grocery								0	155872512						N		1493335	AmznUS3-InvImp					N							New			Garden Lites Veggies Made Great Spinach Egg White Frittatas (Pack of 3) - 20 Individually Wrapped Frozen Frittatas in Each Box, 60 Total - Gluten-Free and Ready Set Gourmet Donate a Meal Program	em4:I/51Ct48FR8qL._SL75_.jpg			0									Amzn US				97.8000	0.0000									443									1AIC-6COG-4JGQ				12/18/2024 3:31:08 PM
	Grocery								0	155649586						N		1493335	AmznUS3-InvImp					N							New			Healthy Choice Cafe Steamers Chicken Grilled Marinara with Parmesan - 9.5 Oz (Pack of 8)	em4:I/31dVZSRPwzL._SL75_.jpg			0									Amzn US				91.2600	0.0000									444									1AIC-6COG-4UOV				12/13/2024 4:20:45 AM
	Grocery								0	151837706						N		1493335	AmznUS3-InvImp					N							New			Oroweat� Oatnut� Original Bread - 2/24oz	em4:I/41TmRmqt0JL._SL75_.jpg			0									Amzn US				20.7500	0.0000									443									1AIC-6COH-THO8				7/1/2024 10:48:34 PM
	Grocery								0	151837707						N		1493335	AmznUS3-InvImp					N							New			Boursin - Garlic and Fine Herbs (5 ounce)	em4:I/51ityu7cAbL._SL75_.jpg			0									Amzn US				20.3200	0.0000									442			59021	Manual min/max					1AIC-6COH-TJYN				7/1/2024 10:48:34 PM
	Grocery								0	155651939						N		1493335	AmznUS3-InvImp					N							New			Smuckers Sandwich Peanut Butter & Grape Jelly -Soft Bread Sandwiches - 6 Gram Protein - No High Fructose Corn Syrup - Non GMO - 6 Pack (10ct. 20 oz Each) - Ready Set Gourmet Donate a Meal Program	em4:I/41xYn5IXvLL._SL75_.jpg			0									Amzn US				166.5000	0.0000									444									1AIC-6COH-UKNB				12/13/2024 7:13:06 AM
	Grocery								0	155840710						N		1493335	AmznUS3-InvImp					N							New			Marie Callender's Chicken Pot Pie - Made with tender white meat chicken - All Natural, Great Source of Protein - 2 Pack (8 ct, 80 oz Each )- Ready Set Gourmet Donate a Meal Program	em4:I/519fWT12ApL._SL75_.jpg			0									Amzn US				125.7300	0.0000									441									1AIC-6COH-UOCJ				12/16/2024 3:34:46 PM
	Grocery								0	151837711						N		1493335	AmznUS3-InvImp					N							New			Gourmet Kitchn Ball Park Beef Franks, Fully Cooked Beef Hot Dogs (Two 24 Count Packs, 48 Total Hot Dogs), 2 Pack	em4:I/41QHhVA3LOS._SL75_.jpg			0									Amzn US				75.6200	0.0000									444									1AIC-6COH-UW8C				7/1/2024 10:48:34 PM
	Grocery								0	151837714						N		1493335	AmznUS3-InvImp					N							New			Jimmy Dean FrozenSausage Egg & Cheese Biscuit Sandwich, 4.9-Ounce Sandwiches (Pack of 12)	em4:I/51D9b1y694L._SL75_.jpg			0									Amzn US				51.0700	0.0000									443			59021	Manual min/max					1AIC-6COJ-SG5F				7/1/2024 10:48:34 PM
	Grocery								0	151837718						N		1493335	AmznUS3-InvImp					N							New			Birds Eye Steamfresh Sweet Peas, 10 Ounce - 10 per case.	em4:I/51suHlDR3bL._SL75_.jpg			0									Amzn US				53.5800	0.0000									443									1AIC-6COJ-T343				7/1/2024 10:48:34 PM
	Grocery								0	155649587						N		1493335	AmznUS3-InvImp					N							New			OSCAR MAYER LUNCH MEAT COLD CUTS SUB KIT HAM & TURKEY 28 OZ PACK OF 2	em4:I/11vKsdvEY-L._SL75_.jpg			0									Amzn US				70.9600	0.0000									444									1AIC-6COJ-T9WU				12/13/2024 4:20:45 AM
	Grocery								0	151837721						N		1493335	AmznUS3-InvImp					N							New			Suja Organic Vegan Mighty Dozen - Non-GMO Project Verified - Gluten and Dairy free - No Preservatives and Flavors Added - 9 Pack - Ready Set Gourmet Donate a Meal Program	em4:I/51F-QniFssL._SL75_.jpg			0									Amzn US				160.4100	0.0000									444			59021	Manual min/max					1AIC-6COL-MURQ				7/1/2024 10:48:34 PM
	Grocery								0	151837726						N		1493335	AmznUS3-InvImp					N							New			Aidells Cajun Style Andouille Sausage 12 Oz (4 Pack)	em4:I/51eYNeClM5L._SL75_.jpg			0									Amzn US				46.5200	0.0000									441									1AIC-6CON-LPLC				7/1/2024 10:48:34 PM
	Grocery								0	155649588						N		1493335	AmznUS3-InvImp					N							New			Smucker's Uncrustables, Peanut Butter & Strawberry Jam, Wheat, 2.6 oz., (Pack of 48)	em4:I/61yEVgvlVyL._SL75_.jpg			0									Amzn US				151.1000	0.0000									444									1AIC-6CON-MTKE				12/13/2024 4:20:45 AM
	Grocery								0	155649589						N		1493335	AmznUS3-InvImp					N							New			Tyson All natural Perfectly Crispy Chicken Breast Strips with Rib Meat - Fully Cooked - No Antibiotics Ever - 7 Pack (25 oz Each) - Ready Set Gourmet Donate a meal Program	em4:I/41xYn5IXvLL._SL75_.jpg			0									Amzn US				214.7600	0.0000									444									1AIC-6CQF-F283				12/13/2024 4:20:45 AM
	Grocery								0	151837731						N		1493335	AmznUS3-InvImp					N							New			Land O Lakes Quarter Salted Butter, 8 Ounce - 12 per case.	em4:I/41mGS3MabTL._SL75_.jpg			0									Amzn US				77.0200	0.0000									444			59021	Manual min/max					1AIC-6CQF-FKAD				7/1/2024 10:48:34 PM
	Grocery								0	155832301						N		1493335	AmznUS3-InvImp					N							New			Smucker's Uncrustables Variety Pack | Peanut Butter & Grape Jelly Sandwich | Peanut Butter & Strawberry Jam Sandwich | Chocolate Flavored Hazelnut Spread Sandwich - 1 Box Each (Total 3 Boxes) 45 total Sandwiches	em4:I/518zvLByIpL._SL75_.jpg			0									Amzn US				137.9200	0.0000									555									1AIC-6CQF-FOBA				12/15/2024 9:08:28 PM
	Pet Products								0	151837736						N		1493335	AmznUS3-InvImp					N							New			Ball Park Franks HOT Dogs Beef 16 OZ Pack of 2	em4:I/41WJ3FGmjeL._SL75_.jpg			0									Amzn US				45.0000	0.0000									422									1AIC-6CQH-KVYH				7/1/2024 10:48:34 PM
	Grocery								0	155649590						N		1493335	AmznUS3-InvImp					N							New			Sabatasso's Pizzeria Pepperoni with Real Mozzarella and Four Cheese Thin Crust Pizza Singles - Gluten Free - Frozen - 4 Pack (43.86 oz Each ) Ready Set Gourmet Donate a Meal Program	em4:I/41xYn5IXvLL._SL75_.jpg			0									Amzn US				197.4700	0.0000									443									1AIC-6CQH-LBE5				12/13/2024 4:20:45 AM
	Grocery								0	155649591						N		1493335	AmznUS3-InvImp					N							New			Healthy Choice Cafe Steamers Grilled Basil Chicken, 9.9 Ounce -- 8 per case.	em4:I/518OQSCm2RL._SL75_.jpg			0									Amzn US				97.5100	0.0000									444									1AIC-6CQH-LHCN				12/13/2024 4:20:45 AM
	Health and Beauty								0	151837741						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita Advanced Detox Cleanse, Detox Kit with 2 Test Cups, Natural Detox & Cleanse with Milk Thistle, Licorice Powder, and More, Body Cleanse Detox for Women & Men, 84 Capsules, 2 Pack	em4:I/41HZN8m2V-L._SL75_.jpg			0									Amzn US				78.9000	0.0000									444									1AIC-6CQJ-JPWK				7/1/2024 10:48:35 PM
	Grocery								0	151837742						N		1493335	AmznUS3-InvImp					N							New			OSCAR MAYER LUNCH MEAT COLD CUTS DELI FRESH OVEN ROASTED TURKEY BREAST 22 OZ PACK OF 2	em4:I/418yyVPDYNL._SL75_.jpg			0									Amzn US				83.9500	0.0000									444									1AIC-6CQJ-KFKI				7/1/2024 10:48:35 PM
	Grocery								0	151837743						N		1493335	AmznUS3-InvImp					N							New			JIMMY DEAN BACON HICKORY SMOKED 16 OZ PACK OF 2	em4:I/51dkOb6kC5L._SL75_.jpg			0									Amzn US				54.5600	0.0000									444			59021	Manual min/max					1AIC-6CQL-OY4W				7/1/2024 10:48:35 PM
	Grocery								0	151837747						N		1493335	AmznUS3-InvImp					N							New			Kerrygold Naturally Softer Pure Irish Butter, 8 Ounce Tub - 16 per case.	em4:I/411jXpXQhJL._SL75_.jpg			0									Amzn US				140.3400	0.0000									444			59021	Manual min/max					1AIC-6CQN-SDI5				7/1/2024 10:48:35 PM
	Health and Beauty								0	151837748						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita Advanced Detox Cleanse, Natural Detox & Cleanse with Milk Thistle, Licorice Powder, and More, Body Cleanse Detox for Women and Men, 84 Capsules, 2 Pack	em4:I/51p+lg0q7+L._SL75_.jpg			0									Amzn US				69.9000	0.0000									444									1AIC-6CQN-SEW8				7/1/2024 10:48:35 PM
	Health and Beauty								0	151837750						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita Advance Formula Detox - Detox Kit - Advanced Formula Detox 3 pc(126 Caps), Multi Panel Test Cup 1pc - Supplement for Toxin Removal	em4:I/51Ol8SrolEL._SL75_.jpg			0									Amzn US				99.9000	0.0000									444									1AIC-6CQP-U0PY				7/1/2024 10:48:35 PM
	Grocery								0	151837751						N		1493335	AmznUS3-InvImp					N							New			Smucker�s Uncrustables Variety Pack- Smuckers Sandwich Peanut Butter & Strawberry Jam- Smucker�s Peanut Butter & Grape Jelly Sandwich- 4 Boxes of Each, Total 8	em4:I/11Pc3CTYoBL._SL75_.jpg			0									Amzn US				182.9800	0.0000									444									1AIC-6CQP-VOER				7/1/2024 10:48:35 PM
	Sports & Outdoors								0	151837755						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita - Premium Insulated Cooler Bags for Picnics and Shopping - Keep Your Food and Drinks Cold on The Go! - Pack of 3	em4:I/41WsSdfowCL._SL75_.jpg			0									Amzn US				29.9000	0.0000									444			59021	Manual min/max					1AIC-6CQP-XOV7				7/1/2024 10:48:35 PM
	Grocery								0	155649592						N		1493335	AmznUS3-InvImp					N							New			Jimmy Dean Breakfast Bowl Variety Pack - Bacon and Sausage Bowls with Eggs, Potatoes and Cheddar Cheese - Rich Source of Protein - 4 Pack (2 Boxes of Each) - Ready Set gourmet Donate a Meal Program	em4:I/41xYn5IXvLL._SL75_.jpg			0									Amzn US				58.9600	0.0000									444									1AIC-6CQP-XTJX				12/13/2024 4:20:45 AM
	Grocery								0	155840711						N		1493335	AmznUS3-InvImp					N							New			JOHNSONVILLE SAUSAGE BREAKFAST PATTIES ORIGINAL 12 OZ PACK OF 3	em4:I/51f4vkTbizL._SL75_.jpg			0									Amzn US				58.7200	0.0000									444									1AIC-6CQS-3SBN				12/16/2024 3:34:46 PM
	Home Improvement								0	151837758						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita - Bubble Wrap Roll - 12 Wide (60-Feet), Large 1/2 Bubbles, Premium Protective Packaging. Bubble Cushioning for Packing, Shipping, Mailing and Moving.	em4:I/41A8vQHvJ0L._SL75_.jpg			0									Amzn US				24.9000	0.0000									444			59021	Manual min/max					1AIC-6CQS-4FF1				7/1/2024 10:48:35 PM
	Grocery								0	151837760						N		1493335	AmznUS3-InvImp					N							New			SMITHFIELD SAUSAGE PATTIES HOMETOWN ORIGINAL 24 OZ PACK OF 2	em4:I/41611HzGjrL._SL75_.jpg			0									Amzn US				63.9400	0.0000									443			59021	Manual min/max					1AIC-6CQS-50PL				7/1/2024 10:48:35 PM
	Grocery								0	151837761						N		1493335	AmznUS3-InvImp					N							New			Ball Park Beef Hot Dogs, Original Length, 24 Count (Club Pack)	em4:I/516MCg9H9PL._SL75_.jpg			0									Amzn US				34.9900	0.0000									423									1AIC-6CQS-55S7				7/1/2024 10:48:35 PM
	Sports & Outdoors								0	153352737						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita - Styrofoam Cooler, Ice Chest (47qt)	em4:I/31S+6LmQ01L._SL75_.jpg			0									Amzn US				69.9000	0.0000									77			59021	Manual min/max					1AK9-ICYN-5GOW				9/6/2024 2:15:35 AM
	Pet Products								0	160549024						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita � Grain-Free Chicken Dog Food Roll with Spinach & Potato, Chilled Meal, Gift Set: 1.5 lb - Pack of 4 (Total 6 lb)	em4:I/410PSDKZlvL._SL75_.jpg			0									Amzn US				75.1200	0.0000									555									1BUO-7VNI-OROO				6/10/2025 2:14:14 PM
	Pet Products								0	160549025						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita Premium Chilled Dog Food Gift Set � Tender Chicken with Carrots & Spinach, 5.5 lb Bag - Pack of 2 (Total 11 lb)	em4:I/41aV82I6GnL._SL75_.jpg			0									Amzn US				132.5000	0.0000									555									1BUO-7VNI-ORQT				6/10/2025 2:14:14 PM
	Pet Products								0	160549026						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita Premium Chilled Dog Food Gift Set � Fresh-Cut Chicken with Garden Vegetables, 4.5 lb Bag - Pack of 2 (Total 9 lb)	em4:I/41kQtIDKH1L._SL75_.jpg			0									Amzn US				126.7200	0.0000									555									1BUO-7VNI-P1I2				6/10/2025 2:14:14 PM
	Pet Products								0	160549027						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita Premium Chilled Dog Food Gift Set � Tender Chicken with Carrots & Spinach, 5.5 lb Bag	em4:I/41iFxelpnqL._SL75_.jpg			0									Amzn US				78.1500	0.0000									555									1BUO-7VNI-P96S				6/10/2025 2:14:14 PM
	Pet Products								0	160549028						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita � Grain-Free Chicken Dog Food Roll with Spinach & Potato, Chilled Meal, Gift Set: 1.5 lb - Pack of 8 (Total 12 lb)	em4:I/41yzqr51YAL._SL75_.jpg			0									Amzn US				144.4300	0.0000									555									1BUO-7VNI-PDNW				6/10/2025 2:14:14 PM
	Pet Products								0	160549029						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita Premium Chilled Dog Food Gift Set � Tender Chicken Meal Kit with Carrots & Spinach, 3 lb Bag - Pack of 4 (Total 12 lb)	em4:I/41exJoh5vKL._SL75_.jpg			0									Amzn US				166.1900	0.0000									555									1BUO-7VNI-PGNZ				6/10/2025 2:14:14 PM
	Pet Products								0	160549030						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita Premium Chilled Dog Food Gift Set � Tender Chicken Meal Kit with Carrots & Spinach, 3 lb Bag - Pack of 2 (Total 6 lb)	em4:I/4104AqCXQmL._SL75_.jpg			0									Amzn US				95.0000	0.0000									555									1BUO-7VNI-PI1J				6/10/2025 2:14:14 PM
	Pet Products								0	160549031						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita Chilled Dog Food Gift Set � Grain-Free Chicken Meal for Small Breeds, 1 lb - Pack of 5 (Total 5 lb)	em4:I/51AvPrsTzNL._SL75_.jpg			0									Amzn US				75.8000	0.0000									555									1BUO-7VNI-PR90				6/10/2025 2:14:14 PM
	Pet Products								0	160549032						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita Chilled Dog Food Gift Set � Grain-Free Chicken Meal for Small Breeds, 1 lb - Pack of 8 (Total 8 lb)	em4:I/51sCl05X9kL._SL75_.jpg			0									Amzn US				94.4300	0.0000									555									1BUO-7VNI-PT9C				6/10/2025 2:14:14 PM
	Pet Products								0	160549033						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita Premium Chilled Dog Food Gift Set � Fresh-Cut Chicken with Garden Vegetables, 4.5 lb Bag - Pack of 3 (Total 13.5 lb)	em4:I/4176Fq57A-L._SL75_.jpg			0									Amzn US				84.9800	0.0000									555			59021	Manual min/max					1BUO-7VNI-QIZL				6/10/2025 2:14:14 PM
	Pet Products								0	160549034						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita � Chunky Beef Dog Food Roll with Vegetables & Brown Rice, Chilled Meal, Gift Set: 1.5 lb - Pack of 4 (Total 6 lb)	em4:I/41ADO+q1DdL._SL75_.jpg			0									Amzn US				75.1200	0.0000									555									1BUO-7VNM-DTC1				6/10/2025 2:14:14 PM
	Pet Products								0	160549035						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita � Chicken & Turkey Dog Food Roll for Small Dogs, Ready-to-Serve Chilled Meal, Gift Set: 1 lb - Pack of 6 (Total 6 lb)	em4:I/41125qdab+L._SL75_.jpg			0									Amzn US				98.4000	0.0000									555									1BUO-7VNM-E0V8				6/10/2025 2:14:14 PM
	Pet Products								0	160549036						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita � Sensitive Stomach Dog Food Roll, Chilled Turkey & Rice Meal, Gift Set: 1.5 lb - Pack of 4 (Total 6 lb)	em4:I/41uCTPCV-BL._SL75_.jpg			0									Amzn US				118.8300	0.0000									555			59021	Manual min/max					1BUO-7VNM-E1DW				6/10/2025 2:14:14 PM
	Pet Products								0	160549037						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita � Complete Nutrition Chicken Dog Food Roll, Ready-to-Serve Chilled Meal, Gift Set: 1.5 lb - Pack of 8 (Total 12 lb)	em4:I/41kACgt7IFL._SL75_.jpg			0									Amzn US				124.1700	0.0000									555									1BUO-7VNM-E96O				6/10/2025 2:14:14 PM
	Pet Products								0	160549038						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita � Multi-Protein Dog Food Roll with Chicken, Beef, Egg & Salmon, Chilled Meal, Gift Set: 1.5 lb - Pack of 8 (Total 12 lb)	em4:I/517g9Skmo8L._SL75_.jpg			0									Amzn US				145.9300	0.0000									555									1BUO-7VNM-E9P7				6/10/2025 2:14:14 PM
	Pet Products								0	160549039						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita � Sensitive Stomach Dog Food Roll, Chilled Turkey & Rice Meal, Gift Set: 1.5 lb - Pack of 8 (Total 12 lb)	em4:I/41p9-pqEz2L._SL75_.jpg			0									Amzn US				207.9100	0.0000									555									1BUO-7VNM-ECR0				6/10/2025 2:14:14 PM
	Pet Products								0	160549040						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita � Complete Nutrition Chicken Dog Food Roll, Ready-to-Serve Chilled Meal, Gift Set: 1.5 lb - Pack of 4 (Total 6 lb)	em4:I/41m6QYRTLdL._SL75_.jpg			0									Amzn US				73.9800	0.0000									555			59021	Manual min/max					1BUO-7VNM-ED1J				6/10/2025 2:14:14 PM
	Pet Products								0	160549041						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita � Chunky Beef Dog Food Roll with Vegetables & Brown Rice, Chilled Meal, Gift Set: 1.5 lb - Pack of 8 (Total 12 lb)	em4:I/41Ga-3jVHlL._SL75_.jpg			0									Amzn US				144.4300	0.0000									555									1BUO-7VNM-F5Z1				6/10/2025 2:14:14 PM
	Pet Products								0	160549042						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita � Chicken & Turkey Dog Food Roll for Small Dogs, Ready-to-Serve Chilled Meal, Gift Set: 1 lb - Pack of 10 (Total 10 lb)	em4:I/41g53um6AzL._SL75_.jpg			0									Amzn US				152.6600	0.0000									555									1BUO-7VNM-F6DF				6/10/2025 2:14:14 PM
	Grocery								0	160549043						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita � Chunky Chicken & Turkey Dog Food Rolls, Ready-to-Serve Chilled Meal, Gift Set: 1.5 lb - Pack of 8 (Total 12 lb)	em4:I/41Kegb6OWoL._SL75_.jpg			0									Amzn US				173.7500	0.0000									555									1BUO-7VNM-FEPJ				6/10/2025 2:14:14 PM
	Pet Products								0	160549044						N		1493335	AmznUS3-InvImp					N							New			Salutem Vita � Tender Chicken & Vegetable Dog Food Rolls, Ready-to-Serve Chilled Meal, Gift Set: 1 lb - Pack of 10 (Total 10 lb)	em4:I/41HvFUSTw6L._SL75_.jpg			0									Amzn US				137.1000	0.0000									555									1BUO-7VNP-6J2J				6/10/2025 2:14:14 PM
